Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.1.2-192.168.1.1-57248-53-17,192.168.1.2,57248,192.168.1.1,53,17,14/07/2025 21:28:49,31485,1,1,53.0,149.0,53.0,53.0,53.0,0.0,149.0,149.0,149.0,0.0,6415.753533428617,63.52231221216452,31485.0,0.0,31485.0,31485.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,31.76115610608226,31.76115610608226,53.0,149.0,85.0,55.42562584220407,3072.0,0,0,0,0,0,0,0,0,1.0,127.5,53.0,149.0,0,0,0,0,0,0,0,26,0,74,0,0,0,8,0,0,0,0,0,0,0,0,No Label
192.168.1.2-192.168.1.1-53915-53-17,192.168.1.2,53915,192.168.1.1,53,17,14/07/2025 21:28:52,9487,1,1,35.0,51.0,35.0,35.0,35.0,0.0,51.0,51.0,51.0,0.0,9065.036365552862,210.81479919890376,9487.0,0.0,9487.0,9487.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,105.40739959945188,105.40739959945188,35.0,51.0,40.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,60.5,35.0,51.0,0,0,0,0,0,0,0,17,0,25,0,0,0,8,0,0,0,0,0,0,0,0,No Label
192.168.1.2-142.251.0.138-51387-443-17,192.168.1.2,51387,142.251.0.138,443,17,14/07/2025 21:28:48,5142303,70,48,64581.0,14273.0,1250.0,32.0,922.5857142857144,500.74473501778635,1250.0,22.0,297.3541666666666,460.35529708773583,15334.374501074713,22.946916974748472,43951.3076923077,430937.8811051395,4664204.0,0.0,5105425.0,73991.66666666666,560918.0319617765,4664204.0,21.0,5095637.0,108417.80851063832,685379.9484592989,4705811.0,0.0,0,0,0,0,560,384,13.612577866376213,9.33433910837226,22.0,1250.0,673.1428571428571,572.8955784658021,328209.34382566606,0,0,0,0,0,0,0,0,0.0,678.8474576271186,922.5857142857143,297.3541666666667,0,0,0,0,59,164932,0,547,0,120,0,0,69,8,0,0,0,0,1.7525465293853592E15,1602969.1987099287,1.752546533804171E15,1.75254652866883E15,No Label
192.168.1.2-108.177.123.148-59174-443-17,192.168.1.2,59174,108.177.123.148,443,17,14/07/2025 21:29:01,374836,12,13,5320.0,8907.0,1250.0,33.0,443.33333333333326,566.1269265541932,1250.0,24.0,685.1538461538461,594.1838725167272,37955.26576956322,66.69583497849726,15618.166666666664,23664.371884051066,86063.0,0.0,288773.0,26252.090909090908,31364.686334967693,77130.0,38.0,332488.0,27707.333333333332,34810.34372224161,87744.0,0.0,0,0,0,0,96,104,32.01400078967868,34.68183418881858,24.0,1250.0,595.2692307692307,585.5891773379906,342914.6846153846,0,0,0,0,0,0,0,0,1.0,619.08,443.3333333333333,685.1538461538462,0,0,0,0,25,37955,0,212,0,356,0,0,11,8,0,0,0,0,1.7525465415567052E15,90847.79037848959,1.7525465418173E15,1.75254654145874E15,No Label
192.168.1.2-192.168.1.1-50698-53-17,192.168.1.2,50698,192.168.1.1,53,17,14/07/2025 21:28:49,15979,1,1,35.0,51.0,35.0,35.0,35.0,0.0,51.0,51.0,51.0,0.0,5382.063958946117,125.16427811502597,15979.0,0.0,15979.0,15979.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,62.58213905751298,62.58213905751298,35.0,51.0,40.333333333333336,9.237604307034012,85.33333333333333,0,0,0,0,0,0,0,0,1.0,60.5,35.0,51.0,0,0,0,0,0,0,0,17,0,25,0,0,0,8,0,0,0,0,0,0,0,0,No Label
192.168.1.2-108.177.123.106-55065-443-17,192.168.1.2,55065,108.177.123.106,443,17,14/07/2025 21:28:51,1156920,27,38,7561.0,34668.0,1250.0,29.0,280.03703703703695,474.84551993913533,1250.0,21.0,912.315789473684,507.20863585362486,36501.227396881375,56.1836600629257,18076.875,78847.58413154428,613575.0,0.0,1069441.0,41132.346153846156,128979.78162950728,657117.0,24.0,1109729.0,29992.675675675673,112454.25479452475,662444.0,0.0,0,0,0,0,216,304,23.337828026138368,32.845832036787336,21.0,1250.0,658.7727272727274,582.386622718687,339174.1783216783,0,0,0,0,0,0,0,0,1.0,668.9076923076923,280.037037037037,912.3157894736842,0,0,0,0,65,36501,0,116,0,533,0,0,26,8,0,0,0,0,1.752546531838397E15,257263.5773378548,1.752546532681479E15,1.752546531612831E15,No Label
192.168.1.2-64.233.186.190-57566-443-17,192.168.1.2,57566,64.233.186.190,443,17,14/07/2025 21:28:49,12002323,93,194,22432.0,186904.0,1250.0,29.0,241.20430107526883,435.4095912531242,1250.0,23.0,963.422680412371,494.7660531590474,17441.2903235482,23.91203769470293,41966.16433566435,373674.2825969448,6037645.0,0.0,1.1937241E7,129752.6195652174,659901.4758864186,6067976.0,18.0,1.1945963E7,61896.18134715026,459852.1001342479,6080664.0,0.0,0,0,0,0,744,1552,7.748500019537884,16.16353767516505,23.0,1250.0,731.1875000000002,583.580417846655,340566.1040940765,0,0,0,0,0,0,0,0,2.0,733.7351916376307,241.20430107526883,963.4226804123712,0,0,0,0,71,59095,0,78,0,651,0,0,92,8,0,0,0,0,1.7525465326672815E15,3248038.604253402,1.752546541627402E15,1.752546529669283E15,No Label
192.168.1.2-192.168.1.1-63072-53-17,192.168.1.2,63072,192.168.1.1,53,17,14/07/2025 21:28:49,14389,1,1,35.0,158.0,35.0,35.0,35.0,0.0,158.0,158.0,158.0,0.0,13413.023837653762,138.99506567516852,14389.0,0.0,14389.0,14389.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,69.49753283758426,69.49753283758426,35.0,158.0,76.0,71.01408311032397,5043.0,0,0,0,0,0,0,0,0,1.0,114.0,35.0,158.0,0,0,0,0,0,0,0,17,0,79,0,0,0,8,0,0,0,0,0,0,0,0,No Label
192.168.1.2-64.233.186.157-56764-443-17,192.168.1.2,56764,64.233.186.157,443,17,14/07/2025 21:28:51,355782,14,16,5450.0,9645.0,1250.0,30.0,389.2857142857143,541.5458540953962,1250.0,24.0,602.8125,578.396083291257,42427.66637997425,84.32129787341687,12268.344827586208,22906.431750050127,100967.0,0.0,308477.0,23729.0,29939.376568882213,101121.0,73.0,305832.0,20388.8,31622.385428228346,107730.0,0.0,0,0,0,0,112,128,39.34993900759454,44.97135886582233,24.0,1250.0,527.2580645161289,568.9424673750376,323695.5311827957,0,0,0,0,0,0,0,0,1.0,544.8333333333334,389.2857142857143,602.8125,0,0,0,0,30,42427,0,181,0,321,0,0,13,8,0,0,0,0,1.7525465315356608E15,80575.64395501639,1.752546531759759E15,1.752546531412421E15,No Label
192.168.1.2-192.168.1.1-62856-53-17,192.168.1.2,62856,192.168.1.1,53,17,14/07/2025 21:29:01,15665,1,1,38.0,162.0,38.0,38.0,38.0,0.0,162.0,162.0,162.0,0.0,12767.31567187999,127.67315671879989,15665.0,0.0,15665.0,15665.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,63.836578359399944,63.836578359399944,38.0,162.0,79.33333333333334,71.5914333795136,5125.333333333334,0,0,0,0,0,0,0,0,1.0,119.0,38.0,162.0,0,0,0,0,0,0,0,19,0,81,0,0,0,8,0,0,0,0,0,0,0,0,No Label
